origFileNames newFileNames lane
SoC0602405G_CKDL220033557-1A_HJFC3CCX2_L4_1.fq.gz Sor-CPnd_024-Ex1-5G-lcwgs-1-T.1.fq.gz L4
SoC0602504B_CKDL220033557-1A_HJFC3CCX2_L4_1.fq.gz Sor-CPnd_025-Ex1-4B-lcwgs-1-T.1.fq.gz L4
SoC0602603H_CKDL220033557-1A_HJFC3CCX2_L4_1.fq.gz Sor-CPnd_026-Ex1-3H-lcwgs-1-T.1.fq.gz L4
SoC0602703C_CKDL220033557-1A_HJFC3CCX2_L4_1.fq.gz Sor-CPnd_027-Ex1-3C-lcwgs-1-T.1.fq.gz L4
SoC0602803A_CKDL220033557-1A_HJFC3CCX2_L4_1.fq.gz Sor-CPnd_028-Ex1-3A-lcwgs-1-T.1.fq.gz L4
SoC0602908E_CKDL220033557-1A_HJFC3CCX2_L4_1.fq.gz Sor-CPnd_029-Ex1-8E-lcwgs-1-T.1.fq.gz L4
SoC0603002H_CKDL220033557-1A_HJFC3CCX2_L4_1.fq.gz Sor-CPnd_030-Ex1-2H-lcwgs-1-T.1.fq.gz L4
SoC0603105D_CKDL220033557-1A_HJFC3CCX2_L4_1.fq.gz Sor-CPnd_031-Ex1-5D-lcwgs-1-T.1.fq.gz L4
SoC0603204F_CKDL220033557-1A_HJFC3CCX2_L4_1.fq.gz Sor-CPnd_032-Ex1-4F-lcwgs-1-T.1.fq.gz L4
SoC0603302F_CKDL220033557-1A_HJFC3CCX2_L4_1.fq.gz Sor-CPnd_033-Ex1-2F-lcwgs-1-T.1.fq.gz L4
SoC0603404G_CKDL220033557-1A_HJFC3CCX2_L4_1.fq.gz Sor-CPnd_034-Ex1-4G-lcwgs-1-T.1.fq.gz L4
SoC0603504C_CKDL220033557-1A_HJFC3CCX2_L4_1.fq.gz Sor-CPnd_035-Ex1-4C-lcwgs-1-T.1.fq.gz L4
SoC0603605C_CKDL220033557-1A_HJFC3CCX2_L4_1.fq.gz Sor-CPnd_036-Ex1-5C-lcwgs-1-T.1.fq.gz L4
SoC0603706C_CKDL220033557-1A_HJFC3CCX2_L4_1.fq.gz Sor-CPnd_037-Ex1-6C-lcwgs-1-T.1.fq.gz L4
SoC0603802A_CKDL220033557-1A_HJFC3CCX2_L4_1.fq.gz Sor-CPnd_038-Ex1-2A-lcwgs-1-T.1.fq.gz L4
SoC0603905H_CKDL220033557-1A_HJFC3CCX2_L4_1.fq.gz Sor-CPnd_039-Ex1-5H-lcwgs-1-T.1.fq.gz L4
SoC0604006F_CKDL220033557-1A_HJFC3CCX2_L4_1.fq.gz Sor-CPnd_040-Ex1-6F-lcwgs-1-T.1.fq.gz L4
SoC0604107A_CKDL220033557-1A_HJFC3CCX2_L4_1.fq.gz Sor-CPnd_041-Ex1-7A-lcwgs-1-T.1.fq.gz L4
SoC0604204E_CKDL220033557-1A_HJFC3CCX2_L4_1.fq.gz Sor-CPnd_042-Ex1-4E-lcwgs-1-T.1.fq.gz L4
SoC0604301D_CKDL220033557-1A_HJFC3CCX2_L4_1.fq.gz Sor-CPnd_043-Ex1-1D-lcwgs-1-T.1.fq.gz L4
SoC0604408G_CKDL220033557-1A_HJFC3CCX2_L4_1.fq.gz Sor-CPnd_044-Ex1-8G-lcwgs-1-T.1.fq.gz L4
SoC0604507B_CKDL220033557-1A_HJFC3CCX2_L4_1.fq.gz Sor-CPnd_045-Ex1-7B-lcwgs-1-T.1.fq.gz L4
SoC0604605A_CKDL220033557-1A_HJFC3CCX2_L4_1.fq.gz Sor-CPnd_046-Ex1-5A-lcwgs-1-T.1.fq.gz L4
SoC0604704H_CKDL220033557-1A_HJFC3CCX2_L4_1.fq.gz Sor-CPnd_047-Ex1-4H-lcwgs-1-T.1.fq.gz L4
SoC0604808A_CKDL220033557-1A_HJFC3CCX2_L4_1.fq.gz Sor-CPnd_048-Ex1-8A-lcwgs-1-T.1.fq.gz L4
SoC0604903B_CKDL220033557-1A_HJFC3CCX2_L4_1.fq.gz Sor-CPnd_049-Ex1-3B-lcwgs-1-T.1.fq.gz L4
SoC0605003F_CKDL220033557-1A_HJFC3CCX2_L4_1.fq.gz Sor-CPnd_050-Ex1-3F-lcwgs-1-T.1.fq.gz L4
SoC0605106H_CKDL220033557-1A_HJFC3CCX2_L4_1.fq.gz Sor-CPnd_051-Ex1-6H-lcwgs-1-T.1.fq.gz L4
SoC0605206D_CKDL220033557-1A_HJFC3CCX2_L4_1.fq.gz Sor-CPnd_052-Ex1-6D-lcwgs-1-T.1.fq.gz L4
SoC0605302C_CKDL220033557-1A_HJFC3CCX2_L4_1.fq.gz Sor-CPnd_053-Ex1-2C-lcwgs-1-T.1.fq.gz L4
SoC0605408F_CKDL220033557-1A_HJFC3CCX2_L4_1.fq.gz Sor-CPnd_054-Ex1-8F-lcwgs-1-T.1.fq.gz L4
SoC0605507G_CKDL220033557-1A_HJFC3CCX2_L4_1.fq.gz Sor-CPnd_055-Ex1-7G-lcwgs-1-T.1.fq.gz L4
SoC0605607E_CKDL220033557-1A_HJFC3CCX2_L4_1.fq.gz Sor-CPnd_056-Ex1-7E-lcwgs-1-T.1.fq.gz L4
SoC0605706E_CKDL220033557-1A_HJFC3CCX2_L4_1.fq.gz Sor-CPnd_057-Ex1-6E-lcwgs-1-T.1.fq.gz L4
SoC0605802G_CKDL220033557-1A_HJFC3CCX2_L4_1.fq.gz Sor-CPnd_058-Ex1-2G-lcwgs-1-T.1.fq.gz L4
SoC0606007H_CKDL220033557-1A_HJFC3CCX2_L4_1.fq.gz Sor-CPnd_060-Ex1-7H-lcwgs-1-T.1.fq.gz L4
SoC0606307D_CKDL220033557-1A_HJFC3CCX2_L4_1.fq.gz Sor-CPnd_063-Ex1-7D-lcwgs-1-T.1.fq.gz L4
SoC0606608B_CKDL220033557-1A_HJFC3CCX2_L4_1.fq.gz Sor-CPnd_066-Ex1-8B-lcwgs-1-T.1.fq.gz L4
SoC0606808H_CKDL220033557-1A_HJFC3CCX2_L4_1.fq.gz Sor-CPnd_068-Ex1-8H-lcwgs-1-T.1.fq.gz L4
SoC0606906B_CKDL220033557-1A_HJFC3CCX2_L4_1.fq.gz Sor-CPnd_069-Ex1-6B-lcwgs-1-T.1.fq.gz L4
SoC0607208C_CKDL220033557-1A_HJFC3CCX2_L4_1.fq.gz Sor-CPnd_072-Ex1-8C-lcwgs-1-T.1.fq.gz L4
SoA0100101A_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACan_001-Ex1-1A-lcwgs-1-T.2.fq.gz L4
SoA0100106G_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ABur_001-Ex1-6G-lcwgs-1-T.2.fq.gz L4
SoA0100108E_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACeb_001-Ex1-8E-lcwgs-1-T.2.fq.gz L4
SoA0100202A_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACan_002-Ex1-2A-lcwgs-1-T.2.fq.gz L4
SoA0100207G_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ABur_002-Ex1-7G-lcwgs-1-T.2.fq.gz L4
SoA0100209E_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACeb_002-Ex1-9E-lcwgs-1-T.2.fq.gz L4
SoA0100303A_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACan_003-Ex1-3A-lcwgs-1-T.2.fq.gz L4
SoA0100308G_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ABur_003-Ex1-8G-lcwgs-1-T.2.fq.gz L4
SoA0100310E_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACeb_003-Ex1-10E-lcwgs-1-T.2.fq.gz L4
SoA0100404A_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACan_004-Ex1-4A-lcwgs-1-T.2.fq.gz L4
SoA0100409G_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ABur_004-Ex1-9G-lcwgs-1-T.2.fq.gz L4
SoA0100411E_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACeb_004-Ex1-11E-lcwgs-1-T.2.fq.gz L4
SoA0100505A_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACan_005-Ex1-5A-lcwgs-1-T.2.fq.gz L4
SoA0100510G_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ABur_005-Ex1-10G-lcwgs-1-T.2.fq.gz L4
SoA0100512E_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACeb_005-Ex1-12E-lcwgs-1-T.2.fq.gz L4
SoA0100601F_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACeb_006-Ex1-1F-lcwgs-1-T.2.fq.gz L4
SoA0100606A_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACan_006-Ex1-6A-lcwgs-1-T.2.fq.gz L4
SoA0100611G_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ABur_006-Ex1-11G-lcwgs-1-T.2.fq.gz L4
SoA0100702F_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACeb_007-Ex1-2F-lcwgs-1-T.2.fq.gz L4
SoA0100707A_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACan_007-Ex1-7A-lcwgs-1-T.2.fq.gz L4
SoA0100712G_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ABur_007-Ex1-12G-lcwgs-1-T.2.fq.gz L4
SoA0100801H_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ABur_008-Ex1-1H-lcwgs-1-T.2.fq.gz L4
SoA0100803F_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACeb_008-Ex1-3F-lcwgs-1-T.2.fq.gz L4
SoA0100808A_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACan_008-Ex1-8A-lcwgs-1-T.2.fq.gz L4
SoA0100902H_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ABur_009-Ex1-2H-lcwgs-1-T.2.fq.gz L4
SoA0100904F_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACeb_009-Ex1-4F-lcwgs-1-T.2.fq.gz L4
SoA0100909A_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACan_009-Ex1-9A-lcwgs-1-T.2.fq.gz L4
SoA0101003H_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ABur_010-Ex1-3H-lcwgs-1-T.2.fq.gz L4
SoA0101005F_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACeb_010-Ex1-5F-lcwgs-1-T.2.fq.gz L4
SoA0101010A_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACan_010-Ex1-10A-lcwgs-1-T.2.fq.gz L4
SoA0101104H_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ABur_011-Ex1-4H-lcwgs-1-T.2.fq.gz L4
SoA0101106F_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACeb_011-Ex1-6F-lcwgs-1-T.2.fq.gz L4
SoA0101111A_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACan_011-Ex1-11A-lcwgs-1-T.2.fq.gz L4
SoA0101205H_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ABur_012-Ex1-5H-lcwgs-1-T.2.fq.gz L4
SoA0101207F_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACeb_012-Ex1-7F-lcwgs-1-T.2.fq.gz L4
SoA0101212A_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACan_012-Ex1-12A-lcwgs-1-T.2.fq.gz L4
SoA0101301B_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACan_013-Ex1-1B-lcwgs-1-T.2.fq.gz L4
SoA0101306H_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ABur_013-Ex1-6H-lcwgs-1-T.2.fq.gz L4
SoA0101308F_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACeb_013-Ex1-8F-lcwgs-1-T.2.fq.gz L4
SoA0101402B_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACan_014-Ex1-2B-lcwgs-1-T.2.fq.gz L4
SoA0101407H_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ABur_014-Ex1-7H-lcwgs-1-T.2.fq.gz L4
SoA0101409F_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACeb_014-Ex1-9F-lcwgs-1-T.2.fq.gz L4
SoA0101503B_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACan_015-Ex1-3B-lcwgs-1-T.2.fq.gz L4
SoA0101508H_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ABur_015-Ex1-8H-lcwgs-1-T.2.fq.gz L4
SoA0101510F_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACeb_015-Ex1-10F-lcwgs-1-T.2.fq.gz L4
SoA0101604B_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACan_016-Ex1-4B-lcwgs-1-T.2.fq.gz L4
SoA0101609H_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ABur_016-Ex1-9H-lcwgs-1-T.2.fq.gz L4
SoA0101611F_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACeb_016-Ex1-11F-lcwgs-1-T.2.fq.gz L4
SoA0101705B_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACan_017-Ex1-5B-lcwgs-1-T.2.fq.gz L4
SoA0101712F_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACeb_017-Ex1-12F-lcwgs-1-T.2.fq.gz L4
SoA0101801G_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACeb_018-Ex1-1G-lcwgs-1-T.2.fq.gz L4
SoA0101806B_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACan_018-Ex1-6B-lcwgs-1-T.2.fq.gz L4
SoA0101903G_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACeb_019-Ex1-3G-lcwgs-1-T.2.fq.gz L4
SoA0101907B_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACan_019-Ex1-7B-lcwgs-1-T.2.fq.gz L4
SoA0102002G_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACeb_020-Ex1-2G-lcwgs-1-T.2.fq.gz L4
SoA0102008B_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACan_020-Ex1-8B-lcwgs-1-T.2.fq.gz L4
SoA0102104G_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACeb_021-Ex1-4G-lcwgs-1-T.2.fq.gz L4
SoA0102109B_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACan_021-Ex1-9B-lcwgs-1-T.2.fq.gz L4
SoA0102205G_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACeb_022-Ex1-5G-lcwgs-1-T.2.fq.gz L4
SoA0102210B_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACan_022-Ex1-10B-lcwgs-1-T.2.fq.gz L4
SoA0102311B_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACan_023-Ex1-11B-lcwgs-1-T.2.fq.gz L4
SoA0102412B_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACan_024-Ex1-12B-lcwgs-1-T.2.fq.gz L4
SoA0102501C_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACan_025-Ex1-1C-lcwgs-1-T.2.fq.gz L4
SoA0102602C_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACan_026-Ex1-2C-lcwgs-1-T.2.fq.gz L4
SoA0102703C_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACan_027-Ex1-3C-lcwgs-1-T.2.fq.gz L4
SoA0102804C_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACan_028-Ex1-4C-lcwgs-1-T.2.fq.gz L4
SoA0102905C_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACan_029-Ex1-5C-lcwgs-1-T.2.fq.gz L4
SoA0103006C_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACan_030-Ex1-6C-lcwgs-1-T.2.fq.gz L4
SoA0103107C_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACan_031-Ex1-7C-lcwgs-1-T.2.fq.gz L4
SoA0103208C_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACan_032-Ex1-8C-lcwgs-1-T.2.fq.gz L4
SoA0103309C_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACan_033-Ex1-9C-lcwgs-1-T.2.fq.gz L4
SoA0103410C_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACan_034-Ex1-10C-lcwgs-1-T.2.fq.gz L4
SoA0103511C_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACan_035-Ex1-11C-lcwgs-1-T.2.fq.gz L4
SoA0103612C_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACan_036-Ex1-12C-lcwgs-1-T.2.fq.gz L4
SoA0103701D_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACan_037-Ex1-1D-lcwgs-1-T.2.fq.gz L4
SoA0103802D_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACan_038-Ex1-2D-lcwgs-1-T.2.fq.gz L4
SoA0103903D_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACan_039-Ex1-3D-lcwgs-1-T.2.fq.gz L4
SoA0104004D_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACan_040-Ex1-4D-lcwgs-1-T.2.fq.gz L4
SoA0104105D_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACan_041-Ex1-5D-lcwgs-1-T.2.fq.gz L4
SoA0104206D_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACan_042-Ex1-6D-lcwgs-1-T.2.fq.gz L4
SoA0104307D_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACan_043-Ex1-7D-lcwgs-1-T.2.fq.gz L4
SoA0104408D_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACan_044-Ex1-8D-lcwgs-1-T.2.fq.gz L4
SoA0104509D_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACan_045-Ex1-9D-lcwgs-1-T.2.fq.gz L4
SoA0104610D_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACan_046-Ex1-10D-lcwgs-1-T.2.fq.gz L4
SoA0104711D_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACan_047-Ex1-11D-lcwgs-1-T.2.fq.gz L4
SoA0104812D_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACan_048-Ex1-12D-lcwgs-1-T.2.fq.gz L4
SoA0104901E_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACan_049-Ex1-1E-lcwgs-1-T.2.fq.gz L4
SoA0105002E_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACan_050-Ex1-2E-lcwgs-1-T.2.fq.gz L4
SoA0105103E_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACan_051-Ex1-3E-lcwgs-1-T.2.fq.gz L4
SoA0105204E_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACan_052-Ex1-4E-lcwgs-1-T.2.fq.gz L4
SoA0105305E_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACan_053-Ex1-5E-lcwgs-1-T.2.fq.gz L4
SoA0105406E_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACan_054-Ex1-6E-lcwgs-1-T.2.fq.gz L4
SoA0105507E_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-ACan_055-Ex1-7E-lcwgs-1-T.2.fq.gz L4
SoC0100102C_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-CBur_001-Ex1-2C-lcwgs-1-T.2.fq.gz L4
SoC0100301G_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-CBur_003-Ex1-1G-lcwgs-1-T.2.fq.gz L4
SoC0100401H_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-CBur_004-Ex1-1H-lcwgs-1-T.2.fq.gz L4
SoC0100508H_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-CBur_005-Ex1-8H-lcwgs-1-T.2.fq.gz L4
SoC0100903H_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-CBur_009-Ex1-3H-lcwgs-1-T.2.fq.gz L4
SoC0101002H_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-CBur_010-Ex1-2H-lcwgs-1-T.2.fq.gz L4
SoC0101105F_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-CBur_011-Ex1-5F-lcwgs-1-T.2.fq.gz L4
SoC0101203E_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-CBur_012-Ex1-3E-lcwgs-1-T.2.fq.gz L4
SoC0101306B_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-CBur_013-Ex1-6B-lcwgs-1-T.2.fq.gz L4
SoC0101406H_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-CBur_014-Ex1-6H-lcwgs-1-T.2.fq.gz L4
SoC0101502D_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-CBur_015-Ex1-2D-lcwgs-1-T.2.fq.gz L4
SoC0101606G_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-CBur_016-Ex1-6G-lcwgs-1-T.2.fq.gz L4
SoC0102007D_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-CBur_020-Ex1-7D-lcwgs-1-T.2.fq.gz L4
SoC0102105C_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-CBur_021-Ex1-5C-lcwgs-1-T.2.fq.gz L4
SoC0102201A_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-CBur_022-Ex1-1A-lcwgs-1-T.2.fq.gz L4
SoC0102305E_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-CBur_023-Ex1-5E-lcwgs-1-T.2.fq.gz L4
SoC0102508B_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-CBur_025-Ex1-8B-lcwgs-1-T.2.fq.gz L4
SoC0102802E_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-CBur_028-Ex1-2E-lcwgs-1-T.2.fq.gz L4
SoC0103303A_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-CBur_033-Ex1-3A-lcwgs-1-T.2.fq.gz L4
SoC0103403C_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-CBur_034-Ex1-3C-lcwgs-1-T.2.fq.gz L4
SoC0103603F_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-CBur_036-Ex1-3F-lcwgs-1-T.2.fq.gz L4
SoC0103705A_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-CBur_037-Ex1-5A-lcwgs-1-T.2.fq.gz L4
SoC0104004B_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-CBur_040-Ex1-4B-lcwgs-1-T.2.fq.gz L4
SoC0104107F_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-CBur_041-Ex1-7F-lcwgs-1-T.2.fq.gz L4
SoC0104206C_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-CBur_042-Ex1-6C-lcwgs-1-T.2.fq.gz L4
SoC0104301B_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-CBur_043-Ex1-1B-lcwgs-1-T.2.fq.gz L4
SoC0104406A_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-CBur_044-Ex1-6A-lcwgs-1-T.2.fq.gz L4
SoC0104602A_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-CBur_046-Ex1-2A-lcwgs-1-T.2.fq.gz L4
SoC0104907B_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-CBur_049-Ex1-7B-lcwgs-1-T.2.fq.gz L4
SoC0105006D_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-CBur_050-Ex1-6D-lcwgs-1-T.2.fq.gz L4
SoC0105108D_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-CBur_051-Ex1-8D-lcwgs-1-T.2.fq.gz L4
SoC0105205B_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-CBur_052-Ex1-5B-lcwgs-1-T.2.fq.gz L4
SoC0105308F_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-CBur_053-Ex1-8F-lcwgs-1-T.2.fq.gz L4
SoC0105407A_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-CBur_054-Ex1-7A-lcwgs-1-T.2.fq.gz L4
SoC0105502G_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-CBur_055-Ex1-2G-lcwgs-1-T.2.fq.gz L4
SoC0105808C_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-CBur_058-Ex1-8C-lcwgs-1-T.2.fq.gz L4
SoC0105903G_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-CBur_059-Ex1-3G-lcwgs-1-T.2.fq.gz L4
SoC0106206E_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-CBur_062-Ex1-6E-lcwgs-1-T.2.fq.gz L4
SoC0106404D_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-CBur_064-Ex1-4D-lcwgs-1-T.2.fq.gz L4
SoC0106501F_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-CBur_065-Ex1-1F-lcwgs-1-T.2.fq.gz L4
SoC0106603B_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-CBur_066-Ex1-3B-lcwgs-1-T.2.fq.gz L4
SoC0106704H_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-CBur_067-Ex1-4H-lcwgs-1-T.2.fq.gz L4
SoC0106806F_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-CBur_068-Ex1-6F-lcwgs-1-T.2.fq.gz L4
SoC0106905D_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-CBur_069-Ex1-5D-lcwgs-1-T.2.fq.gz L4
SoC0107001E_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-CBur_070-Ex1-1E-lcwgs-1-T.2.fq.gz L4
SoC0107104G_CKDL220033557-1A_HJFC3CCX2_L4_2.fq.gz Sor-CBur_071-Ex1-4G-lcwgs-1-T.2.fq.gz L4
